001 1.50000000e-01 -3.74500000e-04
002 1.49582300e-01 -3.26700000e-04
003 1.49248500e-01 -2.89300000e-04
004 1.48811000e-01 -2.41400000e-04
005 1.48265100e-01 -1.83300000e-04
006 1.47611300e-01 -1.16100000e-04
007 1.46853800e-01 -4.14000000e-05
008 1.45997300e-01 3.94000000e-05
009 1.45046600e-01 1.24400000e-04
010 1.44006600e-01 2.12000000e-04
011 1.42881900e-01 3.00300000e-04
012 1.41677200e-01 3.87300000e-04
013 1.40397000e-01 4.71200000e-04
014 1.39045800e-01 5.49700000e-04
015 1.37628000e-01 6.20500000e-04
016 1.36147900e-01 6.81100000e-04
017 1.34609600e-01 7.28900000e-04
018 1.33017500e-01 7.60800000e-04
019 1.31375600e-01 7.74200000e-04
020 1.29687900e-01 7.66200000e-04
021 1.27958600e-01 7.34200000e-04
022 1.26191700e-01 6.76200000e-04
023 1.24391000e-01 5.90600000e-04
024 1.22560200e-01 4.76800000e-04
025 1.20703100e-01 3.34700000e-04
026 1.18823100e-01 1.65100000e-04
027 1.16923300e-01 -3.05000000e-05
028 1.15006800e-01 -2.50100000e-04
029 1.13076300e-01 -4.91100000e-04
030 1.11134400e-01 -7.50900000e-04
031 1.09183400e-01 -1.02640000e-03
032 1.07225400e-01 -1.31490000e-03
033 1.05262600e-01 -1.61360000e-03
034 1.03296900e-01 -1.92000000e-03
035 1.01330100e-01 -2.23170000e-03
036 9.93639000e-02 -2.54660000e-03
037 9.74001000e-02 -2.86300000e-03
038 9.54402000e-02 -3.17920000e-03
039 9.34857000e-02 -3.49370000e-03
040 9.15383000e-02 -3.80520000e-03
041 8.95992000e-02 -4.11240000e-03
042 8.76698000e-02 -4.41430000e-03
043 8.57513000e-02 -4.70980000e-03
044 8.38450000e-02 -4.99810000e-03
045 8.19520000e-02 -5.27820000e-03
046 8.00734000e-02 -5.54950000e-03
047 7.82102000e-02 -5.81130000e-03
048 7.63634000e-02 -6.06310000e-03
049 7.45340000e-02 -6.30420000e-03
050 7.27227000e-02 -6.53440000e-03
051 7.09305000e-02 -6.75320000e-03
052 6.91581000e-02 -6.96030000e-03
053 6.74062000e-02 -7.15550000e-03
