054 6.56755000e-02 -7.33850000e-03
055 6.39666000e-02 -7.50890000e-03
056 6.22801000e-02 -7.66680000e-03
057 6.06165000e-02 -7.81180000e-03
058 5.89764000e-02 -7.94380000e-03
059 5.73602000e-02 -8.06290000e-03
060 5.57682000e-02 -8.16900000e-03
061 5.42011000e-02 -8.26220000e-03
062 5.26590000e-02 -8.34280000e-03
063 5.11423000e-02 -8.41100000e-03
064 4.96513000e-02 -8.46720000e-03
065 4.81862000e-02 -8.51170000e-03
066 4.67473000e-02 -8.54490000e-03
067 4.53348000e-02 -8.56730000e-03
068 4.39487000e-02 -8.57930000e-03
069 4.25893000e-02 -8.58140000e-03
070 4.12565000e-02 -8.57400000e-03
071 3.99504000e-02 -8.55780000e-03
072 3.86711000e-02 -8.53300000e-03
073 3.74185000e-02 -8.50020000e-03
074 3.61926000e-02 -8.46000000e-03
075 3.49933000e-02 -8.41260000e-03
076 3.38205000e-02 -8.35860000e-03
077 3.26742000e-02 -8.29820000e-03
078 3.15542000e-02 -8.23200000e-03
079 3.04604000e-02 -8.16020000e-03
080 2.93925000e-02 -8.08320000e-03
081 2.83504000e-02 -8.00120000e-03
082 2.73340000e-02 -7.91450000e-03
083 2.63429000e-02 -7.82360000e-03
084 2.53770000e-02 -7.72850000e-03
085 2.44360000e-02 -7.62980000e-03
086 2.35197000e-02 -7.52750000e-03
087 2.26278000e-02 -7.42210000e-03
088 2.17600000e-02 -7.31390000e-03
089 2.09160000e-02 -7.20320000e-03
090 2.00955000e-02 -7.09020000e-03
091 1.92982000e-02 -6.97530000e-03
092 1.85238000e-02 -6.85870000e-03
093 1.77719000e-02 -6.74070000e-03
094 1.70422000e-02 -6.62160000e-03
095 1.63344000e-02 -6.50150000e-03
096 1.56480000e-02 -6.38070000e-03
097 1.49829000e-02 -6.25920000e-03
098 1.43385000e-02 -6.13730000e-03
099 1.37147000e-02 -6.01490000e-03
100 1.31109000e-02 -5.89230000e-03
101 1.25269000e-02 -5.76960000e-03
102 1.19623000e-02 -5.64670000e-03
103 1.14167000e-02 -5.52370000e-03
104 1.08898000e-02 -5.40090000e-03
105 1.03812000e-02 -5.27810000e-03
106 9.89060000e-03 -5.15560000e-03
107 9.41760000e-03 -5.03330000e-03
108 8.96170000e-03 -4.91150000e-03
109 8.52270000e-03 -4.79030000e-03
110 8.10000000e-03 -4.66970000e-03
111 7.69330000e-03 -4.54990000e-03
112 7.30220000e-03 -4.43100000e-03
113 6.92630000e-03 -4.31330000e-03
114 6.56510000e-03 -4.19680000e-03
115 6.21820000e-03 -4.08170000e-03
116 5.88530000e-03 -3.96810000e-03
117 5.56580000e-03 -3.85610000e-03
118 5.25940000e-03 -3.74580000e-03
119 4.96570000e-03 -3.63730000e-03
120 4.68420000e-03 -3.53070000e-03
121 4.41450000e-03 -3.42590000e-03
122 4.15630000e-03 -3.32290000e-03
123 3.90910000e-03 -3.22190000e-03
124 3.67250000e-03 -3.12260000e-03
125 3.44620000e-03 -3.02520000e-03
126 3.22980000e-03 -2.92950000e-03
127 3.02290000e-03 -2.83550000e-03
128 2.82520000e-03 -2.74300000e-03
129 2.63630000e-03 -2.65200000e-03
130 2.45580000e-03 -2.56230000e-03
131 2.28340000e-03 -2.47390000e-03
132 2.11880000e-03 -2.38670000e-03
133 1.96150000e-03 -2.30040000e-03
134 1.81140000e-03 -2.21490000e-03
135 1.66800000e-03 -2.13020000e-03
136 1.53120000e-03 -2.04600000e-03
137 1.40050000e-03 -1.96210000e-03
138 1.27580000e-03 -1.87830000e-03
139 1.15670000e-03 -1.79450000e-03
140 1.04310000e-03 -1.71040000e-03
141 9.34700000e-04 -1.62570000e-03
142 8.31500000e-04 -1.54020000e-03
143 7.33200000e-04 -1.45360000e-03
144 6.39900000e-04 -1.36550000e-03
145 5.51600000e-04 -1.27560000e-03
146 4.68400000e-04 -1.18360000e-03
147 3.90400000e-04 -1.08890000e-03
148 3.18100000e-04 -9.91400000e-04
149 2.51800000e-04 -8.90500000e-04
150 1.92000000e-04 -7.86100000e-04
151 1.39400000e-04 -6.77900000e-04
152 9.45000000e-05 -5.65800000e-04
153 5.80000000e-05 -4.49900000e-04
154 3.03000000e-05 -3.30300000e-04
155 1.16000000e-05 -2.07100000e-04
156 1.70000000e-06 -8.08000000e-05
157 0.00000000e+00 0.00000000e+00
158 6.00000000e-07 4.85000000e-05
159 7.90000000e-06 1.80600000e-04
160 2.33000000e-05 3.15400000e-04
161 4.65000000e-05 4.52800000e-04
162 7.75000000e-05 5.93000000e-04
163 1.16000000e-04 7.35800000e-04
164 1.62300000e-04 8.81400000e-04
165 2.16700000e-04 1.02990000e-03
166 2.79400000e-04 1.18110000e-03
167 3.51000000e-04 1.33500000e-03
168 4.31900000e-04 1.49140000e-03
169 5.22800000e-04 1.65020000e-03
170 6.24200000e-04 1.81100000e-03
171 7.36800000e-04 1.97360000e-03
172 8.61200000e-04 2.13750000e-03
173 9.98000000e-04 2.30220000e-03
174 1.14760000e-03 2.46750000e-03
175 1.31050000e-03 2.63270000e-03
176 1.48720000e-03 2.79770000e-03
177 1.67790000e-03 2.96190000e-03
178 1.88300000e-03 3.12510000e-03
179 2.10260000e-03 3.28710000e-03
180 2.33700000e-03 3.44760000e-03
181 2.58630000e-03 3.60650000e-03
182 2.85070000e-03 3.76370000e-03
183 3.13050000e-03 3.91900000e-03
184 3.42570000e-03 4.07250000e-03
185 3.73660000e-03 4.22410000e-03
186 4.06340000e-03 4.37390000e-03
187 4.40620000e-03 4.52170000e-03
188 4.76530000e-03 4.66780000e-03
189 5.14090000e-03 4.81200000e-03
190 5.53330000e-03 4.95450000e-03
191 5.94270000e-03 5.09540000e-03
192 6.36930000e-03 5.23460000e-03
193 6.81350000e-03 5.37220000e-03
194 7.27550000e-03 5.50840000e-03
195 7.75560000e-03 5.64300000e-03
196 8.25400000e-03 5.77630000e-03
197 8.77120000e-03 5.90820000e-03
198 9.30740000e-03 6.03870000e-03
199 9.86290000e-03 6.16790000e-03
200 1.04380000e-02 6.29590000e-03
201 1.10331000e-02 6.42270000e-03
202 1.16485000e-02 6.54820000e-03
203 1.22844000e-02 6.67260000e-03
204 1.29412000e-02 6.79570000e-03
205 1.36193000e-02 6.91760000e-03
206 1.43189000e-02 7.03830000e-03
207 1.50404000e-02 7.15760000e-03
208 1.57841000e-02 7.27570000e-03
209 1.65503000e-02 7.39260000e-03
210 1.73393000e-02 7.50810000e-03
211 1.81514000e-02 7.62230000e-03
212 1.89869000e-02 7.73520000e-03
213 1.98460000e-02 7.84690000e-03
214 2.07292000e-02 7.95710000e-03
215 2.16366000e-02 8.06590000e-03
216 2.25686000e-02 8.17320000e-03
217 2.35254000e-02 8.27900000e-03
218 2.45072000e-02 8.38310000e-03
219 2.55143000e-02 8.48550000e-03
220 2.65470000e-02 8.58610000e-03
221 2.76055000e-02 8.68470000e-03
222 2.86900000e-02 8.78140000e-03
223 2.98007000e-02 8.87600000e-03
224 3.09377000e-02 8.96840000e-03
225 3.21012000e-02 9.05850000e-03
226 3.32915000e-02 9.14630000e-03
227 3.45086000e-02 9.23140000e-03
228 3.57527000e-02 9.31390000e-03
229 3.70238000e-02 9.39360000e-03
230 3.83221000e-02 9.47040000e-03
231 3.96475000e-02 9.54410000e-03
232 4.10002000e-02 9.61460000e-03
233 4.23801000e-02 9.68170000e-03
234 4.37872000e-02 9.74520000e-03
235 4.52215000e-02 9.80520000e-03
236 4.66829000e-02 9.86120000e-03
237 4.81712000e-02 9.91330000e-03
238 4.96865000e-02 9.96120000e-03
239 5.12283000e-02 1.00047000e-02
240 5.27967000e-02 1.00437000e-02
241 5.43913000e-02 1.00780000e-02
242 5.60118000e-02 1.01072000e-02
243 5.76580000e-02 1.01313000e-02
244 5.93294000e-02 1.01499000e-02
245 6.10257000e-02 1.01629000e-02
246 6.27463000e-02 1.01698000e-02
247 6.44907000e-02 1.01705000e-02
248 6.62585000e-02 1.01646000e-02
249 6.80489000e-02 1.01519000e-02
250 6.98613000e-02 1.01318000e-02
251 7.16950000e-02 1.01042000e-02
252 7.35490000e-02 1.00685000e-02
253 7.54227000e-02 1.00244000e-02
254 7.73150000e-02 9.97150000e-03
255 7.92248000e-02 9.90940000e-03
256 8.11512000e-02 9.83750000e-03
257 8.30930000e-02 9.75550000e-03
258 8.50488000e-02 9.66290000e-03
259 8.70174000e-02 9.55920000e-03
260 8.89973000e-02 9.44400000e-03
261 9.09871000e-02 9.31680000e-03
262 9.29851000e-02 9.17710000e-03
263 9.49896000e-02 9.02440000e-03
264 9.69988000e-02 8.85830000e-03
265 9.90107000e-02 8.67840000e-03
266 1.01023500e-01 8.48410000e-03
267 1.03034900e-01 8.27500000e-03
268 1.05042600e-01 8.05050000e-03
269 1.07044400e-01 7.81030000e-03
270 1.09037700e-01 7.55400000e-03
271 1.11020000e-01 7.28210000e-03
272 1.12988900e-01 6.99550000e-03
273 1.14941900e-01 6.69610000e-03
274 1.16876400e-01 6.38630000e-03
275 1.18790100e-01 6.06900000e-03
276 1.20680200e-01 5.74710000e-03
277 1.22544200e-01 5.42330000e-03
278 1.24379100e-01 5.10000000e-03
279 1.26182000e-01 4.77890000e-03
280 1.27949500e-01 4.46170000e-03
281 1.29678300e-01 4.14960000e-03
282 1.31364900e-01 3.84400000e-03
283 1.33005700e-01 3.54570000e-03
284 1.34596700e-01 3.25580000e-03
285 1.36134200e-01 2.97520000e-03
286 1.37613900e-01 2.70470000e-03
287 1.39031700e-01 2.44500000e-03
288 1.40383400e-01 2.19670000e-03
289 1.41664300e-01 1.96050000e-03
290 1.42870000e-01 1.73700000e-03
291 1.43995900e-01 1.52690000e-03
292 1.45037200e-01 1.33120000e-03
293 1.45989100e-01 1.15090000e-03
294 1.46846900e-01 9.87100000e-04
295 1.47605700e-01 8.41200000e-04
296 1.48260600e-01 7.14400000e-04
297 1.48807500e-01 6.08000000e-04
298 1.49245900e-01 5.22500000e-04
299 1.49580400e-01 4.57100000e-04
300 1.50000000e-01 3.75000000e-04
